"","marker","chr","pos","trait","lod","threshold","iteration","var_exp","eff_size","ci_l_marker","ci_l_pos","ci_r_marker","ci_r_pos","probe_chr","probe_start","probe_stop"
"1866","V_4497523","V",4497523,"A_12_P117402",6.41272228519044,3.77,1,0.160326430937168,-0.399146700605467,"V_4165560",4165560,"V_4882186",4882186,"V",11174554,11174613
"1867","I_9097209","I",9097209,"A_12_P117405",6.55754532822602,3.77,1,0.140405172833952,-0.373526600702655,"I_7423288",7423288,"I_9429198",9429198,"I",8358738,8358797
"1868","IV_7817535","IV",7817535,"A_12_P117425",7.55793125022847,3.77,1,0.190060146198796,-0.434585779067098,"IV_7381956",7381956,"IV_8736539",8736539,"IV",8082562,8082621
"1869","IV_13527947","IV",13527947,"A_12_P117427",7.34803398683739,3.77,1,0.188357240750294,0.432634492402091,"IV_13366427",13366427,"IV_13902731",13902731,"IV",13574248,13574307
"1870","V_17435067","V",17435067,"A_12_P117431",13.3137285479226,3.77,1,0.31205409729421,0.55685859327904,"V_17375170",17375170,"V_17733401",17733401,"V",17371577,17371636
"1871","V_1616055","V",1616055,"A_12_P117433",5.49578644976524,3.77,1,0.145052726657356,0.379658327127991,"V_708390",708390,"V_1828815",1828815,"V",324219,324278
"1872","X_8208528","X",8208528,"A_12_P117438",5.46235852759365,3.77,1,0.150599982029027,0.386810108538802,"X_6403674",6403674,"X_9994332",9994332,"X",10793484,10793543
"1873","V_708390","V",708390,"A_12_P117447",7.58766251771932,3.77,1,0.225933513107873,0.473560905828697,"V_8249",8249,"V_1733937",1733937,"I",12292734,12293011
"1874","X_4566632","X",4566632,"A_12_P117470",6.05073068157233,3.77,1,0.155853647616076,-0.393531742207456,"X_4483054",4483054,"X_5361887",5361887,"X",5216503,5216562
"1875","IV_3719266","IV",3719266,"A_12_P117475",10.5807035369194,3.77,1,0.262683186098914,-0.510912018442371,"IV_3584623",3584623,"IV_3838447",3838447,"IV",3735874,3735933
"1876","V_11637718","V",11637718,"A_12_P117478",5.69751060789391,3.77,1,0.145569530585755,0.380334062301618,"V_10820753",10820753,"V_11915105",11915105,"IV",12923083,12923142
"1877","X_5638607","X",5638607,"A_12_P117515",7.49835747265873,3.77,1,0.190386765400759,0.434959037566186,"X_4927721",4927721,"X_6597806",6597806,"IV",2800886,2800945
"1878","V_5175241","V",5175241,"A_12_P117520",4.58093317891123,3.77,1,0.117525409593497,0.341740041660385,"V_4964433",4964433,"V_5281983",5281983,"V",5594319,5594378
"1879","X_4862702","X",4862702,"A_12_P117536",8.37345256708034,3.77,1,0.206077815607355,0.452528152402414,"X_4674201",4674201,"X_5676445",5676445,"V",7892250,7892309
"1880","III_9692506","III",9692506,"A_12_P117542",5.4092206648777,3.77,1,0.144548425101552,0.378997777710792,"III_9143646",9143646,"III_10418745",10418745,"III",9915512,9915571
"1881","I_14863715","I",14863715,"A_12_P117547",7.94139897914683,3.77,1,0.196622905466692,-0.442025206769627,"I_14721276",14721276,"I_15058920",15058920,"I",14968416,14968457
"1882","IV_15961314","IV",15961314,"A_12_P117555",14.5125552002922,3.77,1,0.33175531114091,-0.574167919471374,"IV_15954820",15954820,"IV_15983752",15983752,"II",6023551,6023680
"1883","IV_8995270","IV",8995270,"A_12_P117563",13.1697624440897,3.77,1,0.29995017860758,0.545952103665551,"IV_8747453",8747453,"IV_9718725",9718725,"IV",9444879,9444938
"1884","X_8465070","X",8465070,"A_12_P117567",7.10965322865,3.77,1,0.187614856541998,-0.431763659257867,"X_7982412",7982412,"X_8948569",8948569,"X",8603503,8603562
"1885","V_20251656","V",20251656,"A_12_P117573",5.20806658628681,3.77,1,0.13398591293616,0.364887974916204,"V_19995173",19995173,"V_20921615",20921615,"V",20700539,20700598
"1886","IV_2885000","IV",2885000,"A_12_P117585",13.9311571613241,3.77,1,0.350724335044167,0.590215702962568,"IV_2862533",2862533,"IV_3170152",3170152,"IV",3001599,3001658
"1887","V_11637718","V",11637718,"A_12_P117590",3.94451000363491,3.77,1,0.103311119936174,-0.320408121721152,"V_9889822",9889822,"V_12279420",12279420,"V",10110062,10110121
"1888","II_1732850","II",1732850,"A_12_P117593",33.0865988331139,3.77,1,0.50699464423147,-0.709792926613295,"II_1718365",1718365,"II_1857282",1857282,"II",1729918,1729977
"1889","X_11897385","X",11897385,"A_12_P117596",6.85876383560261,3.77,1,0.17702261124971,-0.419415380611421,"X_11827052",11827052,"X_12949257",12949257,"X",6206569,6206628
"1890","IV_5002403","IV",5002403,"A_12_P117604",3.90302908429931,3.77,1,0.102544298451319,-0.320223039222599,"IV_4538310",4538310,"IV_7396833",7396833,"X",1128126,1128185
"1891","II_13261146","II",13261146,"A_12_P117607",4.04748163649471,3.77,1,0.106413214074171,0.32518294631922,"II_13212923",13212923,"II_13539111",13539111,"III",7130082,7130141
"1892","I_11464112","I",11464112,"A_12_P117613",14.2569038490212,3.77,1,0.24383826736323,-0.493609522403187,"I_11376289",11376289,"I_11550390",11550390,"I",11461080,11461139
"1893","IV_4757132","IV",4757132,"A_12_P117614",3.85618516171531,3.77,1,0.101873299310408,0.318747079067695,"IV_4366670",4366670,"IV_5697478",5697478,"V",13745838,13745897
"1894","II_1727040","II",1727040,"A_12_P117622",13.964271306129,3.77,1,0.277063255804931,-0.524710129123595,"II_1417887",1417887,"II_1857282",1857282,"II",2523742,2523801
"1895","V_4497523","V",4497523,"A_12_P117625",4.39567901031272,3.77,1,0.114957308628892,0.337972035044351,"V_4261110",4261110,"V_4792309",4792309,"IV",5653373,5653432
"1896","X_7044171","X",7044171,"A_12_P117638",5.49607216698405,3.77,1,0.147108680559735,-0.382339467923879,"X_5922452",5922452,"X_7802067",7802067,"X",11559500,11559559
"1897","X_5291269","X",5291269,"A_12_P117639",7.16972427078377,3.77,1,0.179438643684345,0.422267804545305,"X_4536045",4536045,"X_5810100",5810100,"X",17046222,17046281
"1898","IV_4844241","IV",4844241,"A_12_P117643",8.39454399717973,3.77,1,0.20762913609488,0.454228238302774,"IV_4538310",4538310,"IV_5163110",5163110,"III",5556945,5557004
"1899","V_15660569","V",15660569,"A_12_P117664",54.6864293499517,3.77,1,0.76058908914207,0.869370755181629,"V_15659444",15659444,"V_15665599",15665599,"V",15767048,15767151
"1900","V_15572136","V",15572136,"A_12_P117674",43.8193943856212,3.77,1,0.691477121895792,-0.828898551704293,"V_15540993",15540993,"V_15619566",15619566,"V",15573994,15574053
"1901","V_17395301","V",17395301,"A_12_P117675",7.52185397964566,3.77,1,0.206835716998572,-0.45321005930225,"V_17337998",17337998,"V_17568121",17568121,"V",17380998,17381057
"1902","V_13768624","V",13768624,"A_12_P117677",25.9605078915034,3.77,1,0.499910761086896,-0.704816762179981,"V_13707622",13707622,"V_13855621",13855621,"V",13755087,13755211
"1903","III_11260480","III",11260480,"A_12_P117693",28.6093612548401,3.77,1,0.539082889762441,0.731910125176761,"III_11254621",11254621,"III_11320466",11320466,"III",11279674,11279733
"1904","I_1045634","I",1045634,"A_12_P117701",4.61024053145758,3.77,1,0.0596085425411657,0.24337963359163,"I_967082",967082,"I_1185402",1185402,"V",19207723,19207782
"1905","II_14608351","II",14608351,"A_12_P117703",8.92092445176288,3.77,1,0.222068901221325,0.469757641199391,"II_14398179",14398179,"II_15274701",15274701,"II",15064621,15064680
"1906","IV_6271528","IV",6271528,"A_12_P117717",9.06772935402617,3.77,1,0.259752918677148,0.507782404919369,"IV_5646749",5646749,"IV_6488811",6488811,"IV",6218646,6218705
"1907","III_12393485","III",12393485,"A_12_P117728",9.397978447545,3.77,1,0.235761545293515,-0.484004007627959,"III_12319309",12319309,"III_12501901",12501901,"III",12390992,12391051
"1908","V_2273347","V",2273347,"A_12_P117729",5.99851034701618,3.77,1,0.159324249644338,-0.397897235901934,"V_1813788",1813788,"V_2486879",2486879,"V",1983073,1983131
"1909","V_15348506","V",15348506,"A_12_P117732",8.90427906929133,3.77,1,0.220770523764694,0.468382354390661,"V_14290317",14290317,"V_15420398",15420398,"V",14880416,14880475
"1910","V_2819135","V",2819135,"A_12_P117752",5.0460939179075,3.77,1,0.135322588614824,0.366703563047645,"V_2586597",2586597,"V_3282566",3282566,"V",3750281,3750340
"1911","X_3843271","X",3843271,"A_12_P117754",3.98861336432962,3.77,1,0.106403208918423,-0.325167658826349,"X_3154731",3154731,"X_3907685",3907685,"II",10534475,10534534
"1912","II_4996280","II",4996280,"A_12_P117755",9.61882190308021,3.77,1,0.243133200954195,-0.491502446376651,"II_4739944",4739944,"II_5360003",5360003,"II",5148575,5148634
"1913","II_2285362","II",2285362,"A_12_P117768",46.3493883417681,3.77,1,0.558786805743128,-0.747327683833302,"II_2285310",2285310,"II_2304259",2304259,"II",2325056,2325115
"1914","X_5576572","X",5576572,"A_12_P117785",8.36817976147175,3.77,1,0.209028066737373,0.455755882911243,"X_5502937",5502937,"X_5810100",5810100,"X",5905230,5905289
"1915","V_1616055","V",1616055,"A_12_P117786",29.513127434802,3.77,1,0.56642569617907,0.750242141189721,"V_1576612",1576612,"V_1733937",1733937,"V",1622676,1622735
"1916","III_1954629","III",1954629,"A_12_P117799",6.04388441004143,3.77,1,0.157225601760708,-0.395267961638762,"III_1809855",1809855,"III_2014048",2014048,"III",1876847,1876906
"1917","X_5291269","X",5291269,"A_12_P117804",4.31885602891974,3.77,1,0.112516263860275,0.334377951429269,"X_4171941",4171941,"X_5810100",5810100,"III",10199393,10199452
"1918","V_19727537","V",19727537,"A_12_P117818",8.03379106379971,3.77,1,0.20161091054075,-0.447596824600773,"V_19607287",19607287,"V_19815195",19815195,"V",19745588,19745647
"1919","V_5030874","V",5030874,"A_12_P117826",4.43850851735821,3.77,1,0.111811014746168,0.333328367855103,"V_4834721",4834721,"V_5261629",5261629,"II",12227011,12227070
"1920","IV_15712992","IV",15712992,"A_12_P117845",6.19430679239035,3.77,1,0.161889784949037,-0.401088032981451,"IV_15625988",15625988,"IV_16014568",16014568,"V",477044,477103
"1921","III_4200443","III",4200443,"A_12_P117852",7.67166128761828,3.77,1,0.196283161343919,0.442568006353717,"III_3623259",3623259,"III_5593439",5593439,"III",5345455,5345644
"1922","X_4958735","X",4958735,"A_12_P117856",7.29499125928692,3.77,1,0.184123873608567,0.427727845811326,"X_4674201",4674201,"X_5526747",5526747,"IV",11509905,11509964
"1923","IV_7016150","IV",7016150,"A_12_P117862",4.31792720227109,3.77,1,0.112493547363318,-0.334344195068686,"IV_4785460",4785460,"IV_7705207",7705207,"III",1026967,1027026
"1924","X_3843271","X",3843271,"A_12_P117881",3.88614782960354,3.77,1,0.10382078162552,-0.32119747934066,"X_3716925",3716925,"X_4505845",4505845,"III",6382783,6382842
"1925","X_2616114","X",2616114,"A_12_P117886",5.99155162198898,3.77,1,0.159697766900042,0.398347315381163,"X_2538424",2538424,"X_2659761",2659761,"X",2509928,2509987
"1926","V_529501","V",529501,"A_12_P117896",17.2119894658377,3.77,1,0.379509716432696,-0.61410329983662,"V_527699",527699,"V_537511",537511,"V",899396,899455
"1927","X_4758185","X",4758185,"A_12_P117900",12.3326505425463,3.77,1,0.290371796413193,-0.537164368419856,"X_4639456",4639456,"X_4862702",4862702,"II",12619166,12619225
"1928","IV_1503573","IV",1503573,"A_12_P117928",9.9171183219083,3.77,1,0.247994018796236,-0.496421502340699,"IV_1438098",1438098,"IV_1567794",1567794,"IV",1557427,1557486
"1929","III_12135744","III",12135744,"A_12_P117930",3.83262056507833,3.77,1,0.103255960080029,-0.320316158420623,"III_11858589",11858589,"III_12216028",12216028,"III",11989290,11989349
"1930","II_14281777","II",14281777,"A_12_P117933",12.2060466728838,3.77,1,0.287887111589189,0.534861197718134,"II_14220535",14220535,"II_14391450",14391450,"II",14256768,14256827
"1931","I_630968","I",630968,"A_12_P117936",30.1214204587889,3.77,1,0.32822450299185,-0.571104366943194,"I_628622",628622,"I_764322",764322,"I",700667,700726
"1932","X_5638607","X",5638607,"A_12_P117945",4.80231619551472,3.77,1,0.126641039012124,0.354745760355266,"X_5152523",5152523,"X_6076783",6076783,"III",9400661,9400892
"1933","X_5291269","X",5291269,"A_12_P117951",4.95361586571729,3.77,1,0.127898667670315,0.356502838044838,"X_3907685",3907685,"X_5676445",5676445,"X",10161452,10161511
"1934","II_3331906","II",3331906,"A_12_P117976",7.98988118571241,3.77,1,0.22933863968387,-0.477061802123228,"II_3287146",3287146,"II_3525146",3525146,"II",3448592,3448699
"1935","II_4858788","II",4858788,"A_12_P117981",4.26570775767231,3.77,1,0.115187401977923,-0.338323739795006,"II_4364919",4364919,"II_5465868",5465868,"II",2647784,2647843
"1936","X_2610418","X",2610418,"A_12_P118000",4.7616728782412,3.77,1,0.130334480591084,-0.359852209906189,"X_2260211",2260211,"X_2636716",2636716,"V",15591990,15592049
"1937","III_10271025","III",10271025,"A_12_P118005",7.6297951065367,3.77,1,0.198200154860381,0.443794561712864,"III_10011643",10011643,"III_10465571",10465571,"III",10319326,10319385
"1938","III_6059408","III",6059408,"A_12_P118012",3.88315665057374,3.77,1,0.111256038270281,-0.332429471391565,"III_5327432",5327432,"III_7349335",7349335,"III",5751395,5751447
"1939","V_1062760","V",1062760,"A_12_P118017",12.9488138372246,3.77,1,0.306194782257503,-0.551605863737842,"V_691031",691031,"V_1436415",1436415,"V",1098424,1098529
"1940","X_4893004","X",4893004,"A_12_P118022",22.0917599060444,3.77,1,0.454663097792941,0.672163359202673,"X_4536045",4536045,"X_4958735",4958735,"X",12343841,12343900
"1941","V_17172126","V",17172126,"A_12_P118033",4.9931877403099,3.77,1,0.135299892741936,-0.366611329560596,"V_16779327",16779327,"V_17330124",17330124,"IV",11465472,11465531
"1942","II_4069094","II",4069094,"A_12_P118055",7.40028884564608,3.77,1,0.19016882546935,0.434710012675675,"II_3691747",3691747,"II_4288682",4288682,"II",4244559,4244618
"1943","III_5370","III",5370,"A_12_P118060",26.6648406300571,3.77,1,0.545134921221876,-0.735782148493041,"III_4664",4664,"III_119077",119077,"III",131612,131671
"1944","X_8030746","X",8030746,"A_12_P118062",13.5354089219865,3.77,1,0.324201089988296,0.567593242932235,"X_7931943",7931943,"X_8208528",8208528,"X",7986071,7986130
"1945","I_14537701","I",14537701,"A_12_P118079",5.4751916162334,3.77,1,0.14301976269101,-0.37698841802922,"I_14488028",14488028,"I_14661982",14661982,"I",14567381,14567440
"1946","III_5369519","III",5369519,"A_12_P118091",8.7561980676544,3.77,1,0.222010972385137,0.469696366774676,"III_5327432",5327432,"III_5748303",5748303,"III",5332414,5332596
"1947","V_11032432","V",11032432,"A_12_P118102",4.43462030782989,3.77,1,0.116525170288276,-0.340282687749554,"V_8012630",8012630,"V_13155451",13155451,"V",16041104,16041163
"1948","IV_16167824","IV",16167824,"A_12_P118104",4.17913764759363,3.77,1,0.104871434723754,-0.322818627021283,"IV_15520335",15520335,"IV_17490756",17490756,"V",9490027,9490086
"1949","III_12729776","III",12729776,"A_12_P118129",4.76412856447632,3.77,1,0.127763738839414,-0.356201799671282,"III_12499387",12499387,"III_13025273",13025273,"III",13159716,13159775
"1950","II_3863103","II",3863103,"A_12_P118133",9.0503160541443,3.77,1,0.226564610127278,0.474488857058192,"II_3673538",3673538,"II_4288682",4288682,"II",4226185,4226244
"1951","I_1600696","I",1600696,"A_12_P118135",4.60450751666443,3.77,1,0.0451976788642301,0.211927857378421,"I_1305437",1305437,"I_1688137",1688137,"X",13108169,13108228
"1952","II_1990551","II",1990551,"A_12_P118145",23.5270908602121,3.77,1,0.384165842716197,0.617858968811349,"II_1988126",1988126,"II_2126849",2126849,"II",2059817,2059876
"1953","V_7738803","V",7738803,"A_12_P118161",8.31964452497555,3.77,1,0.198469523373189,0.444096033957895,"V_7626089",7626089,"V_9104120",9104120,"V",7761326,7761385
"1954","X_8948569","X",8948569,"A_12_P118164",3.94561113958551,3.77,1,0.107780798654526,0.327265843002781,"X_8382557",8382557,"X_10545442",10545442,"X",9262166,9262225
"1955","X_2564766","X",2564766,"A_12_P118169",9.68469995604779,3.77,1,0.251669397051853,0.499991601000964,"X_2538424",2538424,"X_2636716",2636716,"X",2557327,2557433
"1956","X_5361887","X",5361887,"A_12_P118191",7.96994370312116,3.77,1,0.19829488234259,0.443900602294921,"X_4674201",4674201,"X_5676445",5676445,"II",10054802,10055248
"1957","IV_12262083","IV",12262083,"A_12_P118198",34.4106733813455,3.77,1,0.63038741974236,-0.791264222588254,"IV_12013372",12013372,"IV_12574409",12574409,"IV",12257725,12257784
"1958","X_5291269","X",5291269,"A_12_P118208",7.69390727975697,3.77,1,0.193100957370097,0.438030837917225,"X_4639456",4639456,"X_5676445",5676445,"V",8159477,8159536
"1959","X_4402562","X",4402562,"A_12_P118223",5.3726504742922,3.77,1,0.148741289179467,0.384390748495943,"X_4165450",4165450,"X_5949176",5949176,"V",11995882,11995941
"1960","II_2334376","II",2334376,"A_12_P118225",4.20881130528345,3.77,1,0.101032065942483,-0.316854294817196,"II_1988126",1988126,"II_2513769",2513769,"II",2337992,2338051
"1961","IV_12262083","IV",12262083,"A_12_P118235",4.14500574644067,3.77,1,0.111153360628611,-0.332346630626531,"IV_9987122",9987122,"IV_12672698",12672698,"II",2514991,2515050
"1962","V_9985933","V",9985933,"A_12_P118240",6.8850784526251,3.77,1,0.176113097389802,-0.418328169662174,"V_9109384",9109384,"V_10458053",10458053,"V",7168886,7169050
"1963","III_2438328","III",2438328,"A_12_P118252",5.1307560292497,3.77,1,0.133495769979571,0.36421995269612,"III_2349777",2349777,"III_2505771",2505771,"III",2394444,2394503
"1964","II_3373587","II",3373587,"A_12_P118258",16.0379910000271,3.77,1,0.362994885174671,-0.600365374723092,"II_3287146",3287146,"II_3521022",3521022,"II",3341095,3341201
"1965","I_3682557","I",3682557,"A_12_P118263",10.8367230154478,3.77,1,0.101787344639571,0.318762055180205,"I_3667385",3667385,"I_4036507",4036507,"I",3713340,3713399
"1966","III_11913630","III",11913630,"A_12_P118267",3.88025090515137,3.77,1,0.103234636385678,0.32028949708506,"III_11756068",11756068,"III_12135744",12135744,"III",11915179,11915238
"1967","V_2657849","V",2657849,"A_12_P118281",26.1775799608752,3.77,1,0.532959511393184,0.727726837438795,"V_2486879",2486879,"V_2671879",2671879,"I",3706138,3706245
"1968","X_4958735","X",4958735,"A_12_P118298",7.41650324873657,3.77,1,0.1853966463393,0.429212359844729,"X_4630882",4630882,"X_5810100",5810100,"X",308793,308852
"1969","I_7151497","I",7151497,"A_12_P118326",6.09611709066173,3.77,1,0.111120378682385,0.332283923128637,"I_6466803",6466803,"I_7805252",7805252,"I",7537907,7537966
"1970","III_10465571","III",10465571,"A_12_P118336",3.91274457670503,3.77,1,0.107102433723641,-0.326234323012682,"III_9993581",9993581,"III_10948017",10948017,"III",10612654,10612713
"1971","III_2505771","III",2505771,"A_12_P118345",10.5238278290173,3.77,1,0.252745780303896,0.501154850521628,"III_2454777",2454777,"III_2583297",2583297,"III",2503579,2503638
"1972","V_529501","V",529501,"A_12_P118356",11.2150030421486,3.77,1,0.268119190562054,0.516171392412135,"V_8249",8249,"V_537511",537511,"V",939659,939718
"1973","II_14608351","II",14608351,"A_12_P118360",31.5190366617963,3.77,1,0.58384031021356,0.761687835387304,"II_14606333",14606333,"II_15274701",15274701,"II",15171223,15171282
"1974","IV_1303775","IV",1303775,"A_12_P118365",22.6325798405456,3.77,1,0.461528293923815,-0.679229466457572,"IV_1266572",1266572,"IV_1310646",1310646,"X",209119,209178
"1975","X_12236381","X",12236381,"A_12_P118367",4.81654887387349,3.77,1,0.128350529675514,0.357132039503345,"X_11270961",11270961,"X_12932361",12932361,"X",13267566,13267625
"1976","X_5810100","X",5810100,"A_12_P118372",6.36128558174922,3.77,1,0.165955374601365,-0.406084996188242,"X_4891523",4891523,"X_5949176",5949176,"II",12906380,12906439
"1977","II_916957","II",916957,"A_12_P118377",28.5237027350795,3.77,1,0.449010700494396,-0.667845263383991,"II_913646",913646,"II_1041031",1041031,"II",1071419,1071478
"1978","X_15825470","X",15825470,"A_12_P118388",12.7325638013596,3.77,1,0.30694456910125,-0.552280816354499,"X_15524121",15524121,"X_15930189",15930189,"X",15716683,15716742
"1979","V_4079351","V",4079351,"A_12_P118394",21.1986120777986,3.77,1,0.450259249140162,0.665518700312545,"V_3955395",3955395,"V_4090452",4090452,"V",3964862,3964921
"1980","III_5369519","III",5369519,"A_12_P118397",3.79456448999639,3.77,1,0.103152879153631,0.320162644459627,"III_2896298",2896298,"III_6329927",6329927,"IV",12964388,12964495
"1981","I_10579627","I",10579627,"A_12_P118403",13.2583969088965,3.77,1,0.277893406710935,0.525495622661145,"I_10084096",10084096,"I_10826560",10826560,"I",10179160,10179219
"1982","III_12361892","III",12361892,"A_12_P118415",24.2394950033357,3.77,1,0.485839895420107,0.696891403889972,"III_12319309",12319309,"III_12393485",12393485,"II",13828353,13828412
"1983","V_3427441","V",3427441,"A_12_P118417",64.4448435223255,3.77,1,0.834407474438086,-0.913456770620021,"V_3427228",3427228,"V_3491728",3491728,"V",3277099,3277158
"1984","X_3843271","X",3843271,"A_12_P118419",5.37276770422516,3.77,1,0.140547171645241,-0.373715436086717,"X_3789476",3789476,"X_3863779",3863779,"X",9968029,9968088
"1985","I_11373614","I",11373614,"A_12_P118423",13.3858972066893,3.77,1,0.310677611973855,0.555269298360107,"I_11194137",11194137,"I_11475178",11475178,"I",11358162,11358221
"1986","X_4758185","X",4758185,"A_12_P118428",9.19953696288803,3.77,1,0.22612402153082,0.474027275452999,"X_4454441",4454441,"X_5638607",5638607,"IV",9682049,9682108
"1987","IV_14378834","IV",14378834,"A_12_P118429",8.82526675192709,3.77,1,0.218052054935765,-0.465489697376689,"IV_14180255",14180255,"IV_15109518",15109518,"II",11886386,11886445
"1988","X_5291269","X",5291269,"A_12_P118448",4.97408636354508,3.77,1,0.12839004613305,0.357187012034559,"X_4674201",4674201,"X_5810100",5810100,"I",13403797,13403856
"1989","V_20251656","V",20251656,"A_12_P118463",32.4790333858165,3.77,1,0.583384937556855,0.761390734051358,"V_20248998",20248998,"V_20268061",20268061,"V",20254888,20254947
"1990","X_4322768","X",4322768,"A_12_P118473",5.79840135572779,3.77,1,0.150774370841185,-0.387073771208935,"X_3946591",3946591,"X_4566632",4566632,"III",2631213,2631272
"1991","X_16515500","X",16515500,"A_12_P118478",33.4575722573019,3.77,1,0.63499135330167,-0.794110888093876,"X_16496969",16496969,"X_17709225",17709225,"X",17399115,17399174
"1992","X_4721441","X",4721441,"A_12_P118483",10.3105487576582,3.77,1,0.248351042206261,0.496778709251886,"X_4630882",4630882,"X_5361887",5361887,"V",13993367,13993426
"1993","X_2677818","X",2677818,"A_12_P118503",4.10084524282306,3.77,1,0.111632847566365,-0.333062688071547,"X_2518073",2518073,"X_3572913",3572913,"III",9802366,9802425
"1994","IV_4755912","IV",4755912,"A_12_P118504",7.09782263807296,3.77,1,0.177817834397079,0.420356376468051,"IV_4366670",4366670,"IV_6109938",6109938,"IV",12940147,12940206
"1995","IV_13098759","IV",13098759,"A_12_P118511",5.88543899265369,3.77,1,0.153445378235193,0.390487276314189,"IV_12868784",12868784,"IV_13193898",13193898,"IV",13166521,13166628
"1996","III_10011643","III",10011643,"A_12_P118519",11.1160262706513,3.77,1,0.297438664596083,-0.543495504545288,"III_9675588",9675588,"III_10418745",10418745,"X",17703998,17704057
"1997","X_2610418","X",2610418,"A_12_P118521",15.49995196845,3.77,1,0.357554752522379,0.596075482211721,"X_2597696",2597696,"X_2636716",2636716,"X",2606634,2606693
"1998","V_8040062","V",8040062,"A_12_P118527",5.71977707979379,3.77,1,0.144924378494249,0.379475023263601,"V_7895496",7895496,"V_8955104",8955104,"III",5458857,5458916
"1999","V_13954172","V",13954172,"A_12_P118530",29.6342666512924,3.77,1,0.56546486151055,0.749528526315364,"V_13946247",13946247,"V_14156647",14156647,"V",13979558,13979617
"2000","X_6953360","X",6953360,"A_12_P118544",5.3671491531725,3.77,1,0.147880010350936,0.383301122543963,"X_6864316",6864316,"X_7453747",7453747,"X",16074991,16075050
"2001","V_18273719","V",18273719,"A_12_P118558",28.2124465029486,3.77,1,0.620655531618423,0.784849634435746,"V_18269611",18269611,"V_18326576",18326576,"V",18254267,18254369
"2002","V_6236729","V",6236729,"A_12_P118561",8.15489027306853,3.77,1,0.19352089562079,0.438524552413792,"V_5790711",5790711,"V_7093878",7093878,"V",6502386,6502445
"2003","V_18669260","V",18669260,"A_12_P118568",39.5600337398726,3.77,1,0.667756242368403,-0.814589784844884,"V_18666392",18666392,"V_18690206",18690206,"V",18686988,18687033
"2004","V_17435067","V",17435067,"A_12_P118577",32.9134081802103,3.77,1,0.644811693988596,0.800208619675247,"V_17347455",17347455,"V_17568121",17568121,"V",17551060,17551119
"2005","X_4322768","X",4322768,"A_12_P118589",43.4043993919238,3.77,1,0.697842981510793,-0.832738873802312,"X_4284268",4284268,"X_4402562",4402562,"X",4333305,4333412
"2006","X_8217033","X",8217033,"A_12_P118612",8.2142726579552,3.77,1,0.211519141707744,-0.458463556501931,"X_8058569",8058569,"X_8465070",8465070,"X",8228220,8228279
"2007","I_12104063","I",12104063,"A_12_P118617",39.602884379956,3.77,1,0.509678711607371,-0.711468735453546,"I_12098639",12098639,"I_12258273",12258273,"I",12111265,12111324
"2008","V_2284786","V",2284786,"A_12_P118637",4.43446867910948,3.77,1,0.119954146516195,0.345253121523548,"V_2272009",2272009,"V_3090905",3090905,"V",13896683,13896742
"2009","V_537511","V",537511,"A_12_P118642",5.42119970279681,3.77,1,0.140475750540969,-0.373620469533654,"V_8249",8249,"V_544961",544961,"V",489017,489076
"2010","I_11464112","I",11464112,"A_12_P118649",9.23752958743527,3.77,1,0.178534737210031,-0.422475680644605,"I_11373077",11373077,"I_11575781",11575781,"I",11433212,11433321
"2011","X_4893004","X",4893004,"A_12_P118673",17.1270458055266,3.77,1,0.376206934280895,0.611425263571286,"X_4630882",4630882,"X_5361887",5361887,"X",14523792,14523851
"2012","IV_4818285","IV",4818285,"A_12_P118676",3.86069378469144,3.77,1,0.102274180731396,0.318796089829092,"IV_3958558",3958558,"IV_6601583",6601583,"X",13762558,13762662
"2013","V_16278107","V",16278107,"A_12_P118684",25.0892055003788,3.77,1,0.436447440977825,-0.658055997119687,"V_16231287",16231287,"V_16307111",16307111,"II",15179879,15179938
"2014","III_12806910","III",12806910,"A_12_P118692",11.8360171532587,3.77,1,0.289297431684626,-0.536169703528843,"III_12729776",12729776,"III_13205407",13205407,"III",12856837,12856896
"2015","X_15825470","X",15825470,"A_12_P118695",8.82303639306667,3.77,1,0.224426056837912,-0.472244187051267,"X_15592974",15592974,"X_16021441",16021441,"X",15948789,15948848
"2016","IV_7016150","IV",7016150,"A_12_P118705",5.09387701692687,3.77,1,0.13125969468998,-0.36115670008872,"IV_6601583",6601583,"IV_7396833",7396833,"II",2181813,2181872
"2017","IV_5002403","IV",5002403,"A_12_P118706",9.54461184169009,3.77,1,0.231485705929557,0.481112484460749,"IV_4656772",4656772,"IV_5208413",5208413,"V",6840502,6840561
"2018","V_690925","V",690925,"A_12_P118708",39.3538155171682,3.77,1,0.66177729491578,0.813492344761392,"V_684152",684152,"V_690960",690960,"V",774690,774749
"2019","V_16188475","V",16188475,"A_12_P118739",3.78017866290709,3.77,1,0.105349787685067,0.323470435222014,"V_15266134",15266134,"V_16981073",16981073,"IV",11409516,11409575
"2020","V_9985933","V",9985933,"A_12_P118743",11.9613287700509,3.77,1,0.284355615763378,0.531570518054037,"V_9918470",9918470,"V_10176051",10176051,"V",9401644,9401703
"2021","IV_4656772","IV",4656772,"A_12_P118753",4.97595509345139,3.77,1,0.145449219969172,0.380032800805008,"IV_4208432",4208432,"IV_5332926",5332926,"X",13762541,13762645
