"","date","experiment","round","assay","condition","dose","control","plate","row","col","strain","trait","phenotype"
"1839","20141028","dose",9,NA,"bleomycin","50","water",19,"H","3","N2","median.TOF",150
"1840","20141028","dose",9,NA,"bleomycin","50","water",19,"H","3","N2","norm.n",72.3333333333333
"1841","20141028","dose",9,NA,"bleomycin","75","water",19,"H","4","N2","median.EXT",144
"1842","20141028","dose",9,NA,"bleomycin","75","water",19,"H","4","N2","median.norm.EXT",1.19782608695652
"1843","20141028","dose",9,NA,"bleomycin","75","water",19,"H","4","N2","median.TOF",107
"1844","20141028","dose",9,NA,"bleomycin","75","water",19,"H","4","N2","norm.n",43.3333333333333
"1845","20141028","dose",9,NA,"bleomycin","100","water",19,"H","5","N2","median.EXT",111
"1846","20141028","dose",9,NA,"bleomycin","100","water",19,"H","5","N2","median.norm.EXT",1.11397373679703
"1847","20141028","dose",9,NA,"bleomycin","100","water",19,"H","5","N2","median.TOF",98
"1848","20141028","dose",9,NA,"bleomycin","100","water",19,"H","5","N2","norm.n",41.3333333333333
"1849","20141028","dose",9,NA,"bleomycin","0","water",19,"H","7","DL238","median.EXT",599
"1850","20141028","dose",9,NA,"bleomycin","0","water",19,"H","7","DL238","median.norm.EXT",1.9968878466794
"1851","20141028","dose",9,NA,"bleomycin","0","water",19,"H","7","DL238","median.TOF",300
"1852","20141028","dose",9,NA,"bleomycin","0","water",19,"H","7","DL238","norm.n",112.666666666667
"1853","20141028","dose",9,NA,"bleomycin","25","water",19,"H","8","DL238","median.EXT",575
"1854","20141028","dose",9,NA,"bleomycin","25","water",19,"H","8","DL238","median.norm.EXT",1.98208955223881
"1855","20141028","dose",9,NA,"bleomycin","25","water",19,"H","8","DL238","median.TOF",285
"1856","20141028","dose",9,NA,"bleomycin","25","water",19,"H","8","DL238","norm.n",135
"1857","20141028","dose",9,NA,"bleomycin","50","water",19,"H","9","DL238","median.EXT",286.5
"1858","20141028","dose",9,NA,"bleomycin","50","water",19,"H","9","DL238","median.norm.EXT",1.54770568021023
"1859","20141028","dose",9,NA,"bleomycin","50","water",19,"H","9","DL238","median.TOF",186
"1860","20141028","dose",9,NA,"bleomycin","50","water",19,"H","9","DL238","norm.n",100.666666666667
"1861","20141028","dose",9,NA,"bleomycin","75","water",19,"H","10","DL238","median.EXT",199
"1862","20141028","dose",9,NA,"bleomycin","75","water",19,"H","10","DL238","median.norm.EXT",1.39240506329114
"1863","20141028","dose",9,NA,"bleomycin","75","water",19,"H","10","DL238","median.TOF",133
"1864","20141028","dose",9,NA,"bleomycin","75","water",19,"H","10","DL238","norm.n",101.666666666667
"1865","20141028","dose",9,NA,"bleomycin","100","water",19,"H","11","DL238","median.EXT",174
"1866","20141028","dose",9,NA,"bleomycin","100","water",19,"H","11","DL238","median.norm.EXT",1.24657534246575
"1867","20141028","dose",9,NA,"bleomycin","100","water",19,"H","11","DL238","median.TOF",131
"1868","20141028","dose",9,NA,"bleomycin","100","water",19,"H","11","DL238","norm.n",111.666666666667
"1869","20141028","dose",9,NA,"puromycin","0","water",20,"A","1","N2","median.EXT",449
"1870","20141028","dose",9,NA,"puromycin","0","water",20,"A","1","N2","median.norm.EXT",2.22222222222222
"1871","20141028","dose",9,NA,"puromycin","0","water",20,"A","1","N2","median.TOF",181
"1872","20141028","dose",9,NA,"puromycin","0","water",20,"A","1","N2","norm.n",143.666666666667
"1873","20141028","dose",9,NA,"puromycin","125","water",20,"A","2","N2","median.EXT",538.5
"1874","20141028","dose",9,NA,"puromycin","125","water",20,"A","2","N2","median.norm.EXT",2.49307359307359
"1875","20141028","dose",9,NA,"puromycin","125","water",20,"A","2","N2","median.TOF",223
"1876","20141028","dose",9,NA,"puromycin","125","water",20,"A","2","N2","norm.n",126
"1877","20141028","dose",9,NA,"puromycin","250","water",20,"A","3","N2","median.EXT",502
"1878","20141028","dose",9,NA,"puromycin","250","water",20,"A","3","N2","median.norm.EXT",2.27642276422764
"1879","20141028","dose",9,NA,"puromycin","250","water",20,"A","3","N2","median.TOF",205
"1880","20141028","dose",9,NA,"puromycin","250","water",20,"A","3","N2","norm.n",133.666666666667
"1881","20141028","dose",9,NA,"puromycin","500","water",20,"A","4","N2","median.EXT",410
"1882","20141028","dose",9,NA,"puromycin","500","water",20,"A","4","N2","median.norm.EXT",2.06521739130435
"1883","20141028","dose",9,NA,"puromycin","500","water",20,"A","4","N2","median.TOF",172
"1884","20141028","dose",9,NA,"puromycin","500","water",20,"A","4","N2","norm.n",89.6666666666667
"1885","20141028","dose",9,NA,"puromycin","1000","water",20,"A","5","N2","median.EXT",122
"1886","20141028","dose",9,NA,"puromycin","1000","water",20,"A","5","N2","median.norm.EXT",1.09876543209877
"1887","20141028","dose",9,NA,"puromycin","1000","water",20,"A","5","N2","median.TOF",110
"1888","20141028","dose",9,NA,"puromycin","1000","water",20,"A","5","N2","norm.n",49
"1889","20141028","dose",9,NA,"puromycin","0","water",20,"A","7","CB4856","median.EXT",536
"1890","20141028","dose",9,NA,"puromycin","0","water",20,"A","7","CB4856","median.norm.EXT",2.24619289340102
"1891","20141028","dose",9,NA,"puromycin","0","water",20,"A","7","CB4856","median.TOF",219
"1892","20141028","dose",9,NA,"puromycin","0","water",20,"A","7","CB4856","norm.n",127.5
"1893","20141028","dose",9,NA,"puromycin","125","water",20,"A","8","CB4856","median.EXT",555
"1894","20141028","dose",9,NA,"puromycin","125","water",20,"A","8","CB4856","median.norm.EXT",2.22335025380711
"1895","20141028","dose",9,NA,"puromycin","125","water",20,"A","8","CB4856","median.TOF",258
"1896","20141028","dose",9,NA,"puromycin","125","water",20,"A","8","CB4856","norm.n",133
"1897","20141028","dose",9,NA,"puromycin","250","water",20,"A","9","CB4856","median.EXT",508
"1898","20141028","dose",9,NA,"puromycin","250","water",20,"A","9","CB4856","median.norm.EXT",2.06593406593407
"1899","20141028","dose",9,NA,"puromycin","250","water",20,"A","9","CB4856","median.TOF",235
"1900","20141028","dose",9,NA,"puromycin","250","water",20,"A","9","CB4856","norm.n",140.333333333333
"1901","20141028","dose",9,NA,"puromycin","500","water",20,"A","10","CB4856","median.EXT",443
"1902","20141028","dose",9,NA,"puromycin","500","water",20,"A","10","CB4856","median.norm.EXT",2.4020618556701
"1903","20141028","dose",9,NA,"puromycin","500","water",20,"A","10","CB4856","median.TOF",186
"1904","20141028","dose",9,NA,"puromycin","500","water",20,"A","10","CB4856","norm.n",75
"1905","20141028","dose",9,NA,"puromycin","1000","water",20,"A","11","CB4856","median.EXT",126
"1906","20141028","dose",9,NA,"puromycin","1000","water",20,"A","11","CB4856","median.norm.EXT",1.15874015748031
"1907","20141028","dose",9,NA,"puromycin","1000","water",20,"A","11","CB4856","median.TOF",110.5
"1908","20141028","dose",9,NA,"puromycin","1000","water",20,"A","11","CB4856","norm.n",84
"1909","20141028","dose",9,NA,"puromycin","0","water",20,"B","1","DL238","median.EXT",563
"1910","20141028","dose",9,NA,"puromycin","0","water",20,"B","1","DL238","median.norm.EXT",2.0766711833785
"1911","20141028","dose",9,NA,"puromycin","0","water",20,"B","1","DL238","median.TOF",273.5
"1912","20141028","dose",9,NA,"puromycin","0","water",20,"B","1","DL238","norm.n",130
"1913","20141028","dose",9,NA,"puromycin","125","water",20,"B","2","DL238","median.EXT",599
"1914","20141028","dose",9,NA,"puromycin","125","water",20,"B","2","DL238","median.norm.EXT",2.36551724137931
"1915","20141028","dose",9,NA,"puromycin","125","water",20,"B","2","DL238","median.TOF",281
"1916","20141028","dose",9,NA,"puromycin","125","water",20,"B","2","DL238","norm.n",119
"1917","20141028","dose",9,NA,"puromycin","250","water",20,"B","3","DL238","median.EXT",584
"1918","20141028","dose",9,NA,"puromycin","250","water",20,"B","3","DL238","median.norm.EXT",2.33526011560694
"1919","20141028","dose",9,NA,"puromycin","250","water",20,"B","3","DL238","median.TOF",279
"1920","20141028","dose",9,NA,"puromycin","250","water",20,"B","3","DL238","norm.n",119
"1921","20141028","dose",9,NA,"puromycin","500","water",20,"B","4","DL238","median.EXT",571
"1922","20141028","dose",9,NA,"puromycin","500","water",20,"B","4","DL238","median.norm.EXT",2.06787878787879
"1923","20141028","dose",9,NA,"puromycin","500","water",20,"B","4","DL238","median.TOF",270
"1924","20141028","dose",9,NA,"puromycin","500","water",20,"B","4","DL238","norm.n",125.333333333333
"1925","20141028","dose",9,NA,"puromycin","1000","water",20,"B","5","DL238","median.EXT",293
"1926","20141028","dose",9,NA,"puromycin","1000","water",20,"B","5","DL238","median.norm.EXT",1.60655737704918
"1927","20141028","dose",9,NA,"puromycin","1000","water",20,"B","5","DL238","median.TOF",178
"1928","20141028","dose",9,NA,"puromycin","1000","water",20,"B","5","DL238","norm.n",109.666666666667
"1929","20141028","dose",9,NA,"puromycin","0","water",20,"B","7","JU258","median.EXT",764
"1930","20141028","dose",9,NA,"puromycin","0","water",20,"B","7","JU258","median.norm.EXT",2.85080864462573
"1931","20141028","dose",9,NA,"puromycin","0","water",20,"B","7","JU258","median.TOF",280.5
"1932","20141028","dose",9,NA,"puromycin","0","water",20,"B","7","JU258","norm.n",87.3333333333333
"1933","20141028","dose",9,NA,"puromycin","125","water",20,"B","8","JU258","median.EXT",603.5
"1934","20141028","dose",9,NA,"puromycin","125","water",20,"B","8","JU258","median.norm.EXT",2.69043160977483
"1935","20141028","dose",9,NA,"puromycin","125","water",20,"B","8","JU258","median.TOF",235.5
"1936","20141028","dose",9,NA,"puromycin","125","water",20,"B","8","JU258","norm.n",112.666666666667
"1937","20141028","dose",9,NA,"puromycin","250","water",20,"B","9","JU258","median.EXT",540
"1938","20141028","dose",9,NA,"puromycin","250","water",20,"B","9","JU258","median.norm.EXT",2.53962351847548
"1939","20141028","dose",9,NA,"puromycin","250","water",20,"B","9","JU258","median.TOF",217
"1940","20141028","dose",9,NA,"puromycin","250","water",20,"B","9","JU258","norm.n",117.333333333333
"1941","20141028","dose",9,NA,"puromycin","500","water",20,"B","10","JU258","median.EXT",311
"1942","20141028","dose",9,NA,"puromycin","500","water",20,"B","10","JU258","median.norm.EXT",1.73461538461538
"1943","20141028","dose",9,NA,"puromycin","500","water",20,"B","10","JU258","median.TOF",169
"1944","20141028","dose",9,NA,"puromycin","500","water",20,"B","10","JU258","norm.n",93.6666666666667
"1945","20141028","dose",9,NA,"puromycin","1000","water",20,"B","11","JU258","median.EXT",109
"1946","20141028","dose",9,NA,"puromycin","1000","water",20,"B","11","JU258","median.norm.EXT",1.10696948682386
"1947","20141028","dose",9,NA,"puromycin","1000","water",20,"B","11","JU258","median.TOF",94.5
"1948","20141028","dose",9,NA,"puromycin","1000","water",20,"B","11","JU258","norm.n",45.3333333333333
"1949","20141028","dose",9,NA,"puromycin","0","water",20,"C","1","DL238","median.EXT",576
"1950","20141028","dose",9,NA,"puromycin","0","water",20,"C","1","DL238","median.norm.EXT",1.98991525423729
"1951","20141028","dose",9,NA,"puromycin","0","water",20,"C","1","DL238","median.TOF",288.5
"1952","20141028","dose",9,NA,"puromycin","0","water",20,"C","1","DL238","norm.n",126
"1953","20141028","dose",9,NA,"puromycin","125","water",20,"C","2","DL238","median.EXT",585.5
"1954","20141028","dose",9,NA,"puromycin","125","water",20,"C","2","DL238","median.norm.EXT",2.03715312724659
"1955","20141028","dose",9,NA,"puromycin","125","water",20,"C","2","DL238","median.TOF",283.5
"1956","20141028","dose",9,NA,"puromycin","125","water",20,"C","2","DL238","norm.n",130
"1957","20141028","dose",9,NA,"puromycin","250","water",20,"C","3","DL238","median.EXT",583.5
"1958","20141028","dose",9,NA,"puromycin","250","water",20,"C","3","DL238","median.norm.EXT",2.0318195113171
"1959","20141028","dose",9,NA,"puromycin","250","water",20,"C","3","DL238","median.TOF",279.5
"1960","20141028","dose",9,NA,"puromycin","250","water",20,"C","3","DL238","norm.n",139.333333333333
"1961","20141028","dose",9,NA,"puromycin","500","water",20,"C","4","DL238","median.EXT",574
"1962","20141028","dose",9,NA,"puromycin","500","water",20,"C","4","DL238","median.norm.EXT",2.04713804713805
"1963","20141028","dose",9,NA,"puromycin","500","water",20,"C","4","DL238","median.TOF",279
"1964","20141028","dose",9,NA,"puromycin","500","water",20,"C","4","DL238","norm.n",122.333333333333
"1965","20141028","dose",9,NA,"puromycin","1000","water",20,"C","5","DL238","median.EXT",292
"1966","20141028","dose",9,NA,"puromycin","1000","water",20,"C","5","DL238","median.norm.EXT",1.58563535911602
"1967","20141028","dose",9,NA,"puromycin","1000","water",20,"C","5","DL238","median.TOF",180
"1968","20141028","dose",9,NA,"puromycin","1000","water",20,"C","5","DL238","norm.n",125.666666666667
"1969","20141028","dose",9,NA,"puromycin","0","water",20,"C","7","N2","median.EXT",558
"1970","20141028","dose",9,NA,"puromycin","0","water",20,"C","7","N2","median.norm.EXT",2.11730158730159
"1971","20141028","dose",9,NA,"puromycin","0","water",20,"C","7","N2","median.TOF",257
"1972","20141028","dose",9,NA,"puromycin","0","water",20,"C","7","N2","norm.n",126.666666666667
"1973","20141028","dose",9,NA,"puromycin","125","water",20,"C","8","N2","median.EXT",515
"1974","20141028","dose",9,NA,"puromycin","125","water",20,"C","8","N2","median.norm.EXT",2.09401709401709
"1975","20141028","dose",9,NA,"puromycin","125","water",20,"C","8","N2","median.TOF",228
"1976","20141028","dose",9,NA,"puromycin","125","water",20,"C","8","N2","norm.n",127
"1977","20141028","dose",9,NA,"puromycin","250","water",20,"C","9","N2","median.EXT",506.5
"1978","20141028","dose",9,NA,"puromycin","250","water",20,"C","9","N2","median.norm.EXT",2.10902134895145
"1979","20141028","dose",9,NA,"puromycin","250","water",20,"C","9","N2","median.TOF",223
"1980","20141028","dose",9,NA,"puromycin","250","water",20,"C","9","N2","norm.n",119.333333333333
"1981","20141028","dose",9,NA,"puromycin","500","water",20,"C","10","N2","median.EXT",257
"1982","20141028","dose",9,NA,"puromycin","500","water",20,"C","10","N2","median.norm.EXT",1.44761904761905
"1983","20141028","dose",9,NA,"puromycin","500","water",20,"C","10","N2","median.TOF",177
"1984","20141028","dose",9,NA,"puromycin","500","water",20,"C","10","N2","norm.n",122.333333333333
"1985","20141028","dose",9,NA,"puromycin","1000","water",20,"C","11","N2","median.EXT",138
"1986","20141028","dose",9,NA,"puromycin","1000","water",20,"C","11","N2","median.norm.EXT",1.18620689655172
"1987","20141028","dose",9,NA,"puromycin","1000","water",20,"C","11","N2","median.TOF",112
"1988","20141028","dose",9,NA,"puromycin","1000","water",20,"C","11","N2","norm.n",37
"1989","20141028","dose",9,NA,"puromycin","0","water",20,"D","1","JU258","median.EXT",819
"1990","20141028","dose",9,NA,"puromycin","0","water",20,"D","1","JU258","median.norm.EXT",3.00229357798165
"1991","20141028","dose",9,NA,"puromycin","0","water",20,"D","1","JU258","median.TOF",292
"1992","20141028","dose",9,NA,"puromycin","0","water",20,"D","1","JU258","norm.n",79.6666666666667
"1993","20141028","dose",9,NA,"puromycin","125","water",20,"D","2","JU258","median.EXT",747
"1994","20141028","dose",9,NA,"puromycin","125","water",20,"D","2","JU258","median.norm.EXT",2.85227272727273
"1995","20141028","dose",9,NA,"puromycin","125","water",20,"D","2","JU258","median.TOF",280
"1996","20141028","dose",9,NA,"puromycin","125","water",20,"D","2","JU258","norm.n",94.3333333333333
"1997","20141028","dose",9,NA,"puromycin","250","water",20,"D","3","JU258","median.EXT",570
"1998","20141028","dose",9,NA,"puromycin","250","water",20,"D","3","JU258","median.norm.EXT",2.69005847953216
"1999","20141028","dose",9,NA,"puromycin","250","water",20,"D","3","JU258","median.TOF",218
"2000","20141028","dose",9,NA,"puromycin","250","water",20,"D","3","JU258","norm.n",111
"2001","20141028","dose",9,NA,"puromycin","500","water",20,"D","4","JU258","median.EXT",209
"2002","20141028","dose",9,NA,"puromycin","500","water",20,"D","4","JU258","median.norm.EXT",1.35
"2003","20141028","dose",9,NA,"puromycin","500","water",20,"D","4","JU258","median.TOF",155
"2004","20141028","dose",9,NA,"puromycin","500","water",20,"D","4","JU258","norm.n",81
"2005","20141028","dose",9,NA,"puromycin","1000","water",20,"D","5","JU258","median.EXT",106
"2006","20141028","dose",9,NA,"puromycin","1000","water",20,"D","5","JU258","median.norm.EXT",1.06154007994951
"2007","20141028","dose",9,NA,"puromycin","1000","water",20,"D","5","JU258","median.TOF",98.5
"2008","20141028","dose",9,NA,"puromycin","1000","water",20,"D","5","JU258","norm.n",70.6666666666667
"2009","20141028","dose",9,NA,"puromycin","0","water",20,"D","7","CB4856","median.EXT",582.5
"2010","20141028","dose",9,NA,"puromycin","0","water",20,"D","7","CB4856","median.norm.EXT",2.20910487587936
"2011","20141028","dose",9,NA,"puromycin","0","water",20,"D","7","CB4856","median.TOF",253
"2012","20141028","dose",9,NA,"puromycin","0","water",20,"D","7","CB4856","norm.n",118
"2013","20141028","dose",9,NA,"puromycin","125","water",20,"D","8","CB4856","median.EXT",581
"2014","20141028","dose",9,NA,"puromycin","125","water",20,"D","8","CB4856","median.norm.EXT",2.3743842364532
"2015","20141028","dose",9,NA,"puromycin","125","water",20,"D","8","CB4856","median.TOF",265
"2016","20141028","dose",9,NA,"puromycin","125","water",20,"D","8","CB4856","norm.n",117.666666666667
"2017","20141028","dose",9,NA,"puromycin","250","water",20,"D","9","CB4856","median.EXT",563
"2018","20141028","dose",9,NA,"puromycin","250","water",20,"D","9","CB4856","median.norm.EXT",2.23085279248917
"2019","20141028","dose",9,NA,"puromycin","250","water",20,"D","9","CB4856","median.TOF",251
"2020","20141028","dose",9,NA,"puromycin","250","water",20,"D","9","CB4856","norm.n",129.333333333333
"2021","20141028","dose",9,NA,"puromycin","500","water",20,"D","10","CB4856","median.EXT",309
"2022","20141028","dose",9,NA,"puromycin","500","water",20,"D","10","CB4856","median.norm.EXT",1.62134652258839
"2023","20141028","dose",9,NA,"puromycin","500","water",20,"D","10","CB4856","median.TOF",186
"2024","20141028","dose",9,NA,"puromycin","500","water",20,"D","10","CB4856","norm.n",115.333333333333
"2025","20141028","dose",9,NA,"puromycin","1000","water",20,"D","11","CB4856","median.EXT",131.5
"2026","20141028","dose",9,NA,"puromycin","1000","water",20,"D","11","CB4856","median.norm.EXT",1.17882117882118
"2027","20141028","dose",9,NA,"puromycin","1000","water",20,"D","11","CB4856","median.TOF",112
"2028","20141028","dose",9,NA,"puromycin","1000","water",20,"D","11","CB4856","norm.n",60.6666666666667
"2029","20141028","dose",9,NA,"puromycin","0","water",20,"E","1","JU258","median.EXT",766
"2030","20141028","dose",9,NA,"puromycin","0","water",20,"E","1","JU258","median.norm.EXT",2.74201474201474
"2031","20141028","dose",9,NA,"puromycin","0","water",20,"E","1","JU258","median.TOF",270
"2032","20141028","dose",9,NA,"puromycin","0","water",20,"E","1","JU258","norm.n",96.3333333333333
"2033","20141028","dose",9,NA,"puromycin","125","water",20,"E","2","JU258","median.EXT",657
"2034","20141028","dose",9,NA,"puromycin","125","water",20,"E","2","JU258","median.norm.EXT",2.75609756097561
"2035","20141028","dose",9,NA,"puromycin","125","water",20,"E","2","JU258","median.TOF",258
"2036","20141028","dose",9,NA,"puromycin","125","water",20,"E","2","JU258","norm.n",79.6666666666667
"2037","20141028","dose",9,NA,"puromycin","250","water",20,"E","3","JU258","median.EXT",521
"2038","20141028","dose",9,NA,"puromycin","250","water",20,"E","3","JU258","median.norm.EXT",2.46726797552269
"2039","20141028","dose",9,NA,"puromycin","250","water",20,"E","3","JU258","median.TOF",214
"2040","20141028","dose",9,NA,"puromycin","250","water",20,"E","3","JU258","norm.n",115.333333333333
"2041","20141028","dose",9,NA,"puromycin","500","water",20,"E","4","JU258","median.EXT",215
"2042","20141028","dose",9,NA,"puromycin","500","water",20,"E","4","JU258","median.norm.EXT",1.32075471698113
"2043","20141028","dose",9,NA,"puromycin","500","water",20,"E","4","JU258","median.TOF",164
"2044","20141028","dose",9,NA,"puromycin","500","water",20,"E","4","JU258","norm.n",77
"2045","20141028","dose",9,NA,"puromycin","0","water",20,"E","7","DL238","median.EXT",595.5
"2046","20141028","dose",9,NA,"puromycin","0","water",20,"E","7","DL238","median.norm.EXT",2.16685533666569
"2047","20141028","dose",9,NA,"puromycin","0","water",20,"E","7","DL238","median.TOF",284
"2048","20141028","dose",9,NA,"puromycin","0","water",20,"E","7","DL238","norm.n",107.333333333333
"2049","20141028","dose",9,NA,"puromycin","125","water",20,"E","8","DL238","median.EXT",544
"2050","20141028","dose",9,NA,"puromycin","125","water",20,"E","8","DL238","median.norm.EXT",2.03692307692308
"2051","20141028","dose",9,NA,"puromycin","125","water",20,"E","8","DL238","median.TOF",262
"2052","20141028","dose",9,NA,"puromycin","125","water",20,"E","8","DL238","norm.n",115
"2053","20141028","dose",9,NA,"puromycin","250","water",20,"E","9","DL238","median.EXT",584
"2054","20141028","dose",9,NA,"puromycin","250","water",20,"E","9","DL238","median.norm.EXT",2.16296376186368
"2055","20141028","dose",9,NA,"puromycin","250","water",20,"E","9","DL238","median.TOF",279
"2056","20141028","dose",9,NA,"puromycin","250","water",20,"E","9","DL238","norm.n",117.333333333333
"2057","20141028","dose",9,NA,"puromycin","500","water",20,"E","10","DL238","median.EXT",573.5
"2058","20141028","dose",9,NA,"puromycin","500","water",20,"E","10","DL238","median.norm.EXT",2.02885379926196
"2059","20141028","dose",9,NA,"puromycin","500","water",20,"E","10","DL238","median.TOF",276.5
"2060","20141028","dose",9,NA,"puromycin","500","water",20,"E","10","DL238","norm.n",116
"2061","20141028","dose",9,NA,"puromycin","1000","water",20,"E","11","DL238","median.EXT",254
"2062","20141028","dose",9,NA,"puromycin","1000","water",20,"E","11","DL238","median.norm.EXT",1.47651006711409
"2063","20141028","dose",9,NA,"puromycin","1000","water",20,"E","11","DL238","median.TOF",170
"2064","20141028","dose",9,NA,"puromycin","1000","water",20,"E","11","DL238","norm.n",98.3333333333333
"2065","20141028","dose",9,NA,"puromycin","0","water",20,"F","1","CB4856","median.EXT",572.5
"2066","20141028","dose",9,NA,"puromycin","0","water",20,"F","1","CB4856","median.norm.EXT",2.07801170451618
"2067","20141028","dose",9,NA,"puromycin","0","water",20,"F","1","CB4856","median.TOF",284
"2068","20141028","dose",9,NA,"puromycin","0","water",20,"F","1","CB4856","norm.n",123.333333333333
"2069","20141028","dose",9,NA,"puromycin","125","water",20,"F","2","CB4856","median.EXT",573
"2070","20141028","dose",9,NA,"puromycin","125","water",20,"F","2","CB4856","median.norm.EXT",2.05666666666667
"2071","20141028","dose",9,NA,"puromycin","125","water",20,"F","2","CB4856","median.TOF",269
"2072","20141028","dose",9,NA,"puromycin","125","water",20,"F","2","CB4856","norm.n",139
"2073","20141028","dose",9,NA,"puromycin","250","water",20,"F","3","CB4856","median.EXT",568
"2074","20141028","dose",9,NA,"puromycin","250","water",20,"F","3","CB4856","median.norm.EXT",1.98050139275766
"2075","20141028","dose",9,NA,"puromycin","250","water",20,"F","3","CB4856","median.TOF",273
"2076","20141028","dose",9,NA,"puromycin","250","water",20,"F","3","CB4856","norm.n",166.333333333333
"2077","20141028","dose",9,NA,"puromycin","500","water",20,"F","4","CB4856","median.EXT",243
"2078","20141028","dose",9,NA,"puromycin","500","water",20,"F","4","CB4856","median.norm.EXT",1.33762089741557
"2079","20141028","dose",9,NA,"puromycin","500","water",20,"F","4","CB4856","median.TOF",175.5
"2080","20141028","dose",9,NA,"puromycin","500","water",20,"F","4","CB4856","norm.n",68
"2081","20141028","dose",9,NA,"puromycin","1000","water",20,"F","5","CB4856","median.EXT",149
"2082","20141028","dose",9,NA,"puromycin","1000","water",20,"F","5","CB4856","median.norm.EXT",1.1981308411215
"2083","20141028","dose",9,NA,"puromycin","1000","water",20,"F","5","CB4856","median.TOF",122
"2084","20141028","dose",9,NA,"puromycin","1000","water",20,"F","5","CB4856","norm.n",67.3333333333333
"2085","20141028","dose",9,NA,"puromycin","0","water",20,"F","7","N2","median.EXT",718
"2086","20141028","dose",9,NA,"puromycin","0","water",20,"F","7","N2","median.norm.EXT",2.30836128005457
"2087","20141028","dose",9,NA,"puromycin","0","water",20,"F","7","N2","median.TOF",324
"2088","20141028","dose",9,NA,"puromycin","0","water",20,"F","7","N2","norm.n",104
"2089","20141028","dose",9,NA,"puromycin","125","water",20,"F","8","N2","median.EXT",387.5
"2090","20141028","dose",9,NA,"puromycin","125","water",20,"F","8","N2","median.norm.EXT",2.0171004145555
"2091","20141028","dose",9,NA,"puromycin","125","water",20,"F","8","N2","median.TOF",197
"2092","20141028","dose",9,NA,"puromycin","125","water",20,"F","8","N2","norm.n",117.333333333333
"2093","20141028","dose",9,NA,"puromycin","250","water",20,"F","9","N2","median.EXT",544
"2094","20141028","dose",9,NA,"puromycin","250","water",20,"F","9","N2","median.norm.EXT",1.99672131147541
"2095","20141028","dose",9,NA,"puromycin","250","water",20,"F","9","N2","median.TOF",267
"2096","20141028","dose",9,NA,"puromycin","250","water",20,"F","9","N2","norm.n",138.333333333333
"2097","20141028","dose",9,NA,"puromycin","500","water",20,"F","10","N2","median.EXT",314
"2098","20141028","dose",9,NA,"puromycin","500","water",20,"F","10","N2","median.norm.EXT",1.49119178921569
"2099","20141028","dose",9,NA,"puromycin","500","water",20,"F","10","N2","median.TOF",189.5
"2100","20141028","dose",9,NA,"puromycin","500","water",20,"F","10","N2","norm.n",114.666666666667
"2101","20141028","dose",9,NA,"puromycin","1000","water",20,"F","11","N2","median.EXT",158
"2102","20141028","dose",9,NA,"puromycin","1000","water",20,"F","11","N2","median.norm.EXT",1.31609195402299
"2103","20141028","dose",9,NA,"puromycin","1000","water",20,"F","11","N2","median.TOF",117
"2104","20141028","dose",9,NA,"puromycin","1000","water",20,"F","11","N2","norm.n",58.3333333333333
"2105","20141028","dose",9,NA,"puromycin","0","water",20,"G","1","CB4856","median.EXT",659
"2106","20141028","dose",9,NA,"puromycin","0","water",20,"G","1","CB4856","median.norm.EXT",2.078125
"2107","20141028","dose",9,NA,"puromycin","0","water",20,"G","1","CB4856","median.TOF",310
"2108","20141028","dose",9,NA,"puromycin","0","water",20,"G","1","CB4856","norm.n",129
"2109","20141028","dose",9,NA,"puromycin","125","water",20,"G","2","CB4856","median.EXT",609
"2110","20141028","dose",9,NA,"puromycin","125","water",20,"G","2","CB4856","median.norm.EXT",1.96597353497164
"2111","20141028","dose",9,NA,"puromycin","125","water",20,"G","2","CB4856","median.TOF",293
"2112","20141028","dose",9,NA,"puromycin","125","water",20,"G","2","CB4856","norm.n",137.666666666667
"2113","20141028","dose",9,NA,"puromycin","250","water",20,"G","3","CB4856","median.EXT",608
"2114","20141028","dose",9,NA,"puromycin","250","water",20,"G","3","CB4856","median.norm.EXT",1.9009900990099
"2115","20141028","dose",9,NA,"puromycin","250","water",20,"G","3","CB4856","median.TOF",302
"2116","20141028","dose",9,NA,"puromycin","250","water",20,"G","3","CB4856","norm.n",157
"2117","20141028","dose",9,NA,"puromycin","500","water",20,"G","4","CB4856","median.EXT",334.5
"2118","20141028","dose",9,NA,"puromycin","500","water",20,"G","4","CB4856","median.norm.EXT",1.38138329962028
"2119","20141028","dose",9,NA,"puromycin","500","water",20,"G","4","CB4856","median.TOF",237
"2120","20141028","dose",9,NA,"puromycin","500","water",20,"G","4","CB4856","norm.n",98.6666666666667
"2121","20141028","dose",9,NA,"puromycin","1000","water",20,"G","5","CB4856","median.EXT",190
"2122","20141028","dose",9,NA,"puromycin","1000","water",20,"G","5","CB4856","median.norm.EXT",1.18173564189189
"2123","20141028","dose",9,NA,"puromycin","1000","water",20,"G","5","CB4856","median.TOF",157
"2124","20141028","dose",9,NA,"puromycin","1000","water",20,"G","5","CB4856","norm.n",102
"2125","20141028","dose",9,NA,"puromycin","0","water",20,"G","7","JU258","median.EXT",885
"2126","20141028","dose",9,NA,"puromycin","0","water",20,"G","7","JU258","median.norm.EXT",2.25708268676568
